id,title,original_language,overview,popularity,release_date,vote_average,vote_count
9492,Best in Show,en,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",14.246,9/29/2000,6.9,528
9493,Ordinary People,en,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",14.995,9/19/1980,7.4,572
9494,The Lazarus Effect,en,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",12.5,1/29/2015,5.3,1335
9495,Megalodon,en,"A skeptical news reporter is invited by the CEO of Nexecon Petroleum to document the safety of Colossus, the largest drilling and refining platform ever constructed. As the powerful drill tears through the seabed, a fissure forms, revealing a hidden mirror ocean teeming with prehistoric life. When a team is sent to access the damage, it comes face to face with the most powerful oceanic predator that ever lived: Carcharodon Megalodon.",11.036,2/1/2004,4.6,58
9496,Aftershock,es,Mayhem and death follow when an earthquake traps a group of tourists in a Chilean town.,10.497,9/12/2012,5.1,309
9497,Georgia Rule,en,"Rebellious, uncontrollable teenager, Rachel is hauled off by her dysfunctional mother to spend the summer with her estranged grandmother, Georgia. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",11.496,5/10/2007,6,407
9498,Let the Right One In,sv,"Set in 1982 in the suburb of Blackeberg, Stockholm, twelve-year-old Oskar is a lonely outsider, bullied at school by his classmates; at home, Oskar dreams of revenge against a trio of bullies. He befriends his twelve-year-old, next-door neighbor Eli, who only appears at night in the snow-covered playground outside their building.",13.946,10/24/2008,7.5,2744
9499,Crayon Shin-chan: Action Mask vs. Leotard Devil,ja,"Everyone's favorite TV superhero Action Mask shows up in Kasukabe, and he's trying to get something from Shin-chan -- but what could it be?",13.274,7/24/1993,7.2,41
9500,Rushmore,en,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",15.945,12/11/1998,7.4,2319
9501,It's a Boy Girl Thing,en,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",14.246,7/15/2006,6.5,978
9502,Annabelle 4,en,Synopsis not available at this time.,13.043,,0,0
9503,All That Jazz,en,"Joe Gideon is at the top of the heap, one of the most successful directors and choreographers in musical theater. But he can feel his world slowly collapsing around him - his obsession with work has almost destroyed his personal life, and only his bottles of pills keep him going.",12.993,12/16/1979,7.5,441
9504,Laws of Attraction,en,"Amidst a sea of litigation, two New York City divorce lawyers find love.",11.044,4/4/2004,5.8,390
9505,Black Box,fr,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...",14.965,9/8/2021,7.4,1007
9506,The Breed,en,"Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.",16.495,5/17/2006,5.4,342
9507,Coma,en,A young female doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,13.993,1/6/1978,6.7,370
9508,Beowulf & Grendel,en,"The blood-soaked tale of a Norse warrior's battle against the great and murderous troll, Grendel. Heads will roll. Out of allegiance to the King Hrothgar, the much respected Lord of the Danes, Beowulf leads a troop of warriors across the sea to rid a village of the marauding monster.",9.494,9/14/2005,5.6,208
9509,Kill List,en,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",11.745,9/2/2011,6.2,716
9510,Teen Beach Movie,en,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",21.395,8/7/2013,6.9,885
9511,Ruby & Quentin,fr,"After hiding his loot and getting thrown in jail, Ruby, a brooding outlaw encounters Quentin, a dim-witted and garrulous giant who befriends him. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.",14.743,10/22/2003,6.7,763
9512,Flowers in the Attic,en,"After the sudden death of their father, four children face cruel treatment from their ruthless grandmother.",15.546,1/18/2014,6.6,337
9513,This Is Spinal Tap,en,"""This Is Spinal Tap"" shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.",17.492,3/2/1984,7.4,1296
9514,Van Wilder 2: The Rise of Taj,en,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",10.994,12/1/2006,5,377
9515,Chasing Amy,en,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",14.493,4/4/1997,6.8,1287
9516,Miracles,cn,A country boy becomes the head of a gang through the purchase of some lucky roses from an old lady. He and a singer at the gang's nightclub try to do a good deed for the old lady when her daughter comes to visit.,18.792,6/15/1989,7.1,147
9517,Pride and Glory,en,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",11.744,9/9/2008,6.4,821
9518,Alfie,en,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.",18.243,10/22/2004,5.8,753
9519,The Palace,it,A comedy set on New Year’s Eve 1999 in a luxurious hotel in the Swiss Alps where the lives of various guests and those who work for them intersect.,21.385,9/28/2023,5.6,38
9520,The Palace,it,A comedy set on New Year’s Eve 1999 in a luxurious hotel in the Swiss Alps where the lives of various guests and those who work for them intersect.,21.385,9/28/2023,5.6,38
9521,Uncle Frank,en,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.",11.007,11/25/2020,7.3,371
9522,The Immaculate Room,en,"Mike and Kate, a young couple, get the once-in-a lifetime chance to win a cool five million dollars. The challenge: Live for 50 days in a blank space. Sticking it out for thirty days, and the five million are theirs. How difficult can it be?",17.428,8/19/2022,5.3,80
9523,Hot Tamale,en,"A road trip to Los Angeles inadvertently leads a young man from Wyoming into a wild maze of psychotic hit-men, racy women, jewel thieves and a salsa band.",18.043,4/23/2006,5.5,25
9524,Under Her Control,es,"When a fashion employee thinks she will have to end her promising career after getting pregnant, her boss offers to adopt the child.",13.991,4/29/2022,5.3,89
9525,Dicks: The Musical,en,Two self-obsessed businessmen discover they're long-lost identical twins and come together to plot the reunion of their eccentric divorced parents.,13.527,10/6/2023,5,11
9526,Spin Me Round,en,"When the manager of an Italian restaurant chain wins the opportunity to attend the franchise’s educational immersion program in Italy, what she thought would be a romantic getaway devolves into chaos and catastrophe.",21.378,8/19/2022,4.9,78
9527,Once Upon a Time in China III,cn,"Master Wong and his disciples enroll in the 'Dancing Lion Competition' to stop an assassination plot and to battle an arrogant, deceitful opponent.",12.99,2/11/1993,6.4,173
9528,Nothing to Lose - Part 2,pt,Second part of the biopic of the religious leader Edir Macedo.,17.591,8/15/2019,5.1,18
9529,A Christmas Carol,en,"Classic Charles Dickens holiday tale of Ebenezer Scrooge, the miser's miser who has a huge change of heart after spirits whisk him into the past, present, and future.",17.491,12/16/1938,7,124
9530,Blame It on Rio,en,"Matthew Hollis is man on holiday in Rio with his best friend. Both men have teenage daughters with them. When Matthew falls for his best friend's amorous daughter named Jennifer, they embark on a secret, if slightly one-sided relationship. Jennifer's father is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!",12.74,2/17/1984,5.7,148
9531,Lifted,en,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",10.292,12/28/2006,7.4,713
9532,My Little Monster,ja,"Problem student Haru Yoshida sits next to the cold and studious Shizuku Mizutani in class. Without any other friends to turn to, both of them start to get to know each other and grow closer. Haru eventually develop feelings for Shizuku and confesses his feelings to her. Will Haru and Shizuku get their happily ever after?",11.578,4/27/2018,7.7,76
9533,Noblesse: The Beginning of Destruction,ko,"820 years ago, Mujaka, the lord of werewolves finally visits Raizel after a long journey. But the werewolf Maduk interferes in a war of human plotting some scheme. Raizel and Mujaka fall into a hand of tragic destiny, fighting with each other desperately leaving their friendship behind.",17.435,11/28/2015,6.7,13
9534,Katy Perry: Part of Me,en,"Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything.",14.043,6/28/2012,7.1,266
9535,The Man Standing Next,ko,"When the investigation of 'Koreagate' takes place, Park Yong-gak, a former KCIA director who knows everything about the government's operations, heads to the United States in exile.",11.801,1/22/2020,6.9,103
9536,The Kindergarten Teacher,en,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",12.498,9/23/2018,6.6,320
9537,Distorted,en,A married couple suspect that the 'smart apartments' in their high tech residence are being used by its owner for sinister reasons.,14.997,6/22/2018,5,179
9538,Doraemon: Nobita and the New Steel Troops: Winged Angels,ja,"The title character, Nobita, is upset because he cannot get a large RC toy to show off to a rich boy, Suneo. His fit makes Doraemon angry, and with the hot Japanese summer, he decides to ""cool off"" at the North Pole with the Anywhere Door, a mysterious portal.  Nobita follows him there after he's gone for a long time, and discovers a strange bowling ball-like orb which starts blinking with a pulsating light, and summons what looks like a giant robot´s foot. After sledding down the hill on it and having it crash into his room through the Anywhere Door, the bowling ball follows him home through the door and another robot piece falls into his backyard.",11.472,3/5/2011,7.3,66
9539,Get Shorty,en,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",21.361,10/20/1995,6.5,940
9540,The Secrets We Keep,en,"In post-World War II America, a woman, rebuilding her life in the suburbs with her husband, kidnaps her neighbor and seeks vengeance for the heinous war crimes she believes he committed against her.",11.503,9/16/2020,6,233
9541,The Wild Goose Lake,zh,A gangster on the run sacrifices everything for his family and a woman he meets while on the lam.,11.5,12/6/2019,6.6,308
9542,A Vigilante,en,A once-abused woman devotes herself to ridding victims of their domestic abusers while hunting down the one she must kill to be truly free.,13.748,3/29/2019,5.4,353
9543,Wait Until Dark,en,"After a flight back home, Sam Hendrix returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy, alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",13.989,10/26/1967,7.4,480
9544,Here Today,en,"Veteran comedy writer Charlie Berns, who is slowly but surely losing his grip on reality, befriends a talented young New York street singer Emma Payge. Together, they form an unlikely yet hilarious and touching friendship that kicks the generation gap aside and redefines the meaning of love and trust.",14.807,5/7/2021,7.2,125
9545,Hwayi: A Monster Boy,ko,"After being kidnapped as a small child and raised by the five men who abducted him, a teenage boy is now forced to join their life in crime.",16.942,10/9/2013,7.5,213
9546,Animals United,de,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",12.441,10/7/2010,5.6,288
9547,What We Did on Our Holiday,en,"Doug and Abi  and their three children travel to the Scottish Highlands for Doug's father Gordie's birthday party. It's soon clear that when it comes to keeping a secret under wraps from the rest of the family, their children are their biggest liability...",10.992,9/26/2014,6.8,481
9548,Border,sv,"When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.",15.247,9/27/2018,6.7,748
9549,The Big Hit,en,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",21.353,4/24/1998,5.9,388
9550,All the Way Boys,it,"The ""Trinity"" crew makes another modern era film. Plata and Salud are pilots ditching aircraft for insurance money. They wind up crashing for real in the jungles of South America. The plot involves ""Mr. Big"", who is buying the diamonds from the miners for much too little, and has thugs who keep the price down. Of course, Plata and Salud side with the miners",13.238,12/22/1972,6.8,353
9551,Crayon Shin-chan: Invasion!! Alien Shiriri,ja,"When the mysterious Shiriri turns his parents into children, Shin-chan must trek across Japan to help return them to adult form.",15.755,4/15/2017,7.2,32
9552,Mom's Got a Date with a Vampire,en,"The Hansen kids are in a jam. Adam and his best friend Duffy have gotten their hands on some tickets for the Headless Horseman concert, and his sister Chelsea has a date with her dreamy boyfriend Peter. The only problem is they're both grounded. Chelsea and Adam will do whatever it takes to get their mom Lynette out of the house, even if it includes a chance meeting with a very mysterious man. Everything seems to go according to plan until their little brother Taylor realizes that this stranger might be a vampire.",15.789,10/13/2000,5.7,112
9553,The Unhealer,en,A botched faith healing leaves a bullied teenager with unusual powers.,14.432,10/9/2020,6,56
9554,Young Sister-In-Law 2,ko,"Won-jin is sent into a nearby region suddenly by the company. He is unprepared when he goes down so he calls his friend Chang-hoon who lives there. Chang-hoon lets Won-jin stay at his house for the time being but Won-jin gets to thinking.  The reason is, Chang-hoon's young wife Soo-yeong has a history with Won-jin. However, Won-jin decides to go to Chang-hoon's house to see Soo-yeong. Chang-hoon just happens to leave the house for a while and Won-jin meets Soo-yeong's glamorous friend Kyeong-hee who is also living there.  Won-jin starts living with Soo-yeong and Kyeong-hee who starts seducing him.",13.783,2/8/2017,5.7,8
9555,Mr. Vampire II,cn,"Modern grave robbing ""archeologists"" find perfectly preserved specimens from the past of a man, a woman, and their child. Unbeknownst to the scientist and his two bumbling assistants, these are vampires immobilized only by the paper spells pasted on their foreheads. While transporting the child to a buyer, its spell blows off and the vampire child escapes and befriends some local children. Eventually, the parent vampires are also awakened and escape, but by now the local herbalist is on their trail to destroy them.",9.787,8/15/1986,6.2,25
9556,Polytechnique,fr,A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.,12.289,2/6/2009,7.2,566
9557,The Sense of an Ending,en,A man becomes haunted by his past and is presented with a mysterious legacy that causes him re-think his current situation in life.,14.943,3/10/2017,6.4,187
9558,Hallam Foe,en,"Hallam's talent for spying on people reveals his darkest fears-and his most peculiar desires. Driven to expose the true cause of his mother's death, he instead finds himself searching the rooftops of the city for love.",13.989,2/16/2007,6.6,153
9559,Barbie & Her Sisters in the Great Puppy Adventure,en,"Barbie and her sisters, Skipper, Stacie and Chelsea, and their adorable new puppy friends find unexpected mystery and adventure when they return to their hometown of Willows. While going through mementos in Grandma's attic, the sisters discover an old map, believed to lead to a long-lost treasure buried somewhere in the town. With their puppy pals in tow, the four girls go on an exciting treasure hunt, along the way discovering that the greatest treasure of all is the love and laughter they share as sisters!",14.241,10/7/2015,7.2,256
9560,Scooby-Doo! Abracadabra-Doo,en,"The gang goes on a trip to check on Velma's younger sister, Madelyn. She's been studying stage magic at the Whirlen Merlin Magic Academy, where apparently there have been sightings of a giant griffin. The gang decides to investigate.",14.038,2/16/2010,7.7,228
9561,Self Reliance,en,"When a man is offered a million dollars to play a game in which hunters try to kill him, he thinks he has found the perfect loophole: they can only attack when he’s alone. His only problem is that none of his friends or family believe the game is real.",17.027,1/3/2024,5,1
9562,Hellraiser: Revelations,en,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",16.439,10/18/2011,3.5,282
9563,Some Kind of Beautiful,en,"By day, Richard Haig is a successful and well-respected English professor at renowned Trinity College in Cambridge.  By night, Richard indulges his own romantic fantasies with a steady stream of beautiful undergraduates.  But Richard has grown tired of the  game and is looking for something more meaningful and lasting.  So when Kate, Richard’s tanned, athletic, 25-year-old American girlfriend tells him that she is pregnant, Richard is thrilled.  He looks forward to having a family of his own,  being a father his children could be proud of, not some sex-fueled bobcat.  There is only one problem.  Richard’s not in love with Kate.  Richard is in love with Kate’s sister, Olivia. He had been in love with her ever since he first saw her.",21.336,7/16/2015,5.6,544
9564,The Best of Youth,it,"After a fateful encounter in the summer of 1966, the lives of two brothers from a middle-class family take different directions, crossing some of the most significant events of postwar Italian history in the following decades.",12.437,6/22/2003,8.1,490
9565,Know Fear,en,"After discovering an ancient book of the occult, a family activates a dangerous ritual forcing each of them to communicate with and fight a demonic force in their own unique way: to see it, hear it or speak to it.",15.422,1/20/2022,6.3,12
9566,Kizumonogatari Part 2: Nekketsu,ja,"Koyomi Araragi was turned into a vampire by the legendary vampire, Kiss-shot Acerola-orion Heart-under-blade, and he needs to revive the weakened vampire back to her complete form to return to being human again. The only way for Koyomi to achieve his goal is to fight the three vampire hunters – Dramaturgy, Episode and Guillotinecutter.",15.042,8/19/2016,8.1,175
9567,Sharknado 2: The Second One,en,"A freak weather system turns its deadly fury on New York City, unleashing a Sharknado on the population and its most cherished, iconic sites - and only Fin and April can save the Big Apple.",11.24,7/31/2014,4.6,614
9568,Centauro,es,"Rafa's hooked on the pure, fiery feelings he gets from speed racing, but when his kid's mom gets mixed up with drug dealers, he burns rubber to save her.",17.519,6/15/2022,6.2,115
9569,The Last Princess,ko,"Under the oppressive Japanese colonial rule, Deok-hye, the last Princess of the declining Joseon Dynasty, is forced to move to Japan. She spends her days missing home, while struggling to maintain dignity as a princess. After a series of failed tries, Deok-hye makes her final attempt to return home with help of her childhood sweetheart, Jang-han.",11.782,8/3/2016,6.8,58
9570,Altitude,en,A female FBI agent is offered millions to help a thief escape from a hijacked airplane.,12.492,4/14/2017,4.8,128
9571,Secret Admirer,en,An anonymous love letter left in Michael Ryan's locker on the last day of school wreaks havoc on his life and the lives of everyone who come in contact with it.,15.985,6/14/1985,6.9,165
9572,Saul: The Journey to Damascus,es,"Known as Saul the Butcher, the stoning of Stephen was said to have shattered Saul's faith in the Temple and its denial of Christ as the Messiah. His conversion to Christianity and baptism as Paul changed the history of the world.",11.279,4/1/2014,7.2,18
9573,Dead Snow,no,Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die.,15.487,1/9/2009,6,1036
9574,Tampopo,ja,"In this humorous paean to the joys of food, a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles. The widowed owner, Tampopo, begs them to help her turn her establishment into a paragon of the ""art of noodle-soup making"". Interspersed are satirical vignettes about the importance of food to different aspects of human life.",13.985,11/23/1985,7.9,310
9575,King of New York,en,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,15.985,7/18/1990,6.7,583
9576,Alien Warfare,en,A team of Navy Seals investigates a mysterious science outpost only to have to combat a squad of powerful alien soldiers.,14.245,4/5/2019,4.1,139
9577,The Snitch Cartel,es,"The real life story of Andres Lopez Lopez aka ""Frecita"" during his years involved with the Colombian Cartel aka ""Cartel Norte del Valle""",14.698,11/11/2011,7,72
9578,Birthday Girl,en,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",15.535,9/6/2001,5.9,372
9579,Blade Runner: Black Out 2022,en,"This animated short revolves around the events causing an electrical systems failure on the west coast of the US. According to Blade Runner 2049’s official timeline, this failure leads to cities shutting down, financial and trade markets being thrown into chaos, and food supplies dwindling. There’s no proof as to what caused the blackouts, but Replicants — the bio-engineered robots featured in the original Blade Runner, are blamed.",19.841,9/26/2017,7.2,359
9580,A Hard Day,ko,"After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",12.788,5/29/2014,7.1,406
9581,Shadow of a Doubt,en,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.",12.435,1/15/1943,7.5,947
9582,Antrum,en,"Rumored to have been lost, Antrum appears as a cursed film from the 1970s. Viewers are warned to proceed with caution. It’s said to be a story about a young boy and girl who enter the forest in an attempt to save the soul of their recently deceased pet. They journey to “The Antrum,” the very spot the devil landed after being cast out of heaven. There, the children begin to dig a hole to hell.",11.542,10/14/2018,5.9,286
9583,The Whole Ten Yards,en,"Jimmy ""The Tulip"" Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",14.234,4/7/2004,5.7,893
9584,Eastern Condors,cn,A motley group of Chinese prisoners held in the US is sent on a covert mission with the promise of a pardon: to go deep into Vietnam and destroy a secret depot of missiles that the US left behind during the pull-out.,9.993,7/9/1987,7.2,82
9585,Must Love Dogs,en,"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.",10.483,7/21/2005,5.9,437
9586,The Family Stone,en,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",16.733,12/15/2005,6.3,888
9587,The Salvation,da,"In 1870s America, a peaceful American settler kills his family's murderer which unleashes the fury of a notorious gang leader. His cowardly fellow townspeople then betray him, forcing him to hunt down the outlaws alone.",13.486,5/22/2014,6.5,779
9588,Torn Curtain,en,"During the Cold War, an American scientist appears to defect to East Germany as part of a cloak and dagger mission to find the formula for a resin solution, but the plan goes awry when his fiancee, unaware of his motivation, follows him across the border.",14.483,7/15/1966,6.6,539
9589,Casanova,en,"With a reputation for seducing members of the opposite sex, regardless of their marital status, a notorious womanizer discovers a beauty who seems impervious to his charms. However, as he continues to pursue the indifferent lady, he finds himself falling in love.",17.733,12/25/2005,6.5,831
9590,Immortal,fr,"In the distant future, Earth is occupied by ancient gods and genetically altered humans. When a god is sentenced to death he seeks a new human host and a woman to bear his child.",11.483,3/13/2004,5.6,383
9591,Fire Island,en,A pair of best friends set out to have a legendary week-long summer vacation with the help of cheap rosé and a group of eclectic friends.,18.264,6/9/2022,7.1,200
9592,Jesse Stone: Lost in Paradise,en,"Police Chief Jesse Stone now presides over the quiet, seaside village of Paradise, Massachusetts. When the facts don't add up in a brutal Boston-area murder case, Jesse opens an investigation filled with surprises, unlikely suspects and grave danger. Though it's widely believed the murder was committed by an incarcerated serial killer, Jesse suspects another killer is at large and is hell-bent on bringing him to justice.",11.286,10/18/2015,6.6,85
9593,Out of the Clear Blue Sky,es,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",11.243,12/24/2019,8.2,326
9594,Birdman of Alcatraz,en,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",13.482,7/4/1962,7.4,261
9595,The Power of One,en,"PK, an English orphan terrorized for his family's political beliefs in Africa, turns to his only friend, a kindly world-wise prisoner, Geel Piet. Geel teaches him how to box with the motto “fight with your fists and lead with your heart”. As he grows to manhood, PK uses these words to take on the system and the injustices he sees around him - and finds that one person really can make a difference.",9.73,3/27/1992,7.5,124
9596,Smokin' Aces 2: Assassins' Ball,en,"Walter Weed is an unassuming desk jockey at the FBI when the Bureau uncovers a plot to assassinate him. A team of degenerate, psychotic assassins dispatched by mystery man Hal Leuco to win a huge bounty includes a resourceful beauty who has a unique method of killing her prey, a power-tool wielding psychopath and a deadly master of disguise.",15.482,1/19/2010,5.4,247
9597,Tazza: The Hidden Card,ko,"Dae-gil has been skilled with his hands and has shown a strong desire for winning ever since he was a child. He will succeed his uncle and jump into the world of Tazza, risking his life in competition.",12.294,9/3/2014,7,77
9598,A Call to Spy,en,"The story of Vera Atkins, a crafty spy recruiter, and two of the first women she selects for Churchill's ""secret army"": Virginia Hall, a daring American undaunted by a disability and Noor Inayat Khan, a pacifist. These civilian women form an unlikely sisterhood while entangled in dangerous missions to turn the tide of the war.",18.245,10/2/2020,6.9,168
9599,Total Eclipse,en,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",13.23,11/3/1995,6.4,495
9600,Dragon Hunters,fr,"Dragon Hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords Their main concerns revolve around two fundamental rules : Eat and don't get eaten.",15.032,3/19/2008,6.6,425
9601,Candyman: Farewell to the Flesh,en,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",10.73,3/17/1995,5.4,336
9602,The Robe,en,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",14.23,9/16/1953,6.8,215
